,Undisturbed forest,Logged over forest-high density,Logged over forest-low density,Undisturbed swamp forest,Logged over swamp forest,Undisturbed mangrove,Logged over mangrove,Industrial timber,Mixed garden,Coffee agroforest,Rubber agroforest,Rubber monoculture,Oil palm,Oil palm  small scale,Coconut,Tea,Irrigated rice,Paddy field,Sugar cane,Other crops,Shrub,Grass,Mining,Cleared land,Settlement,Fish pond,Water body
Undisturbed forest,0,0.09375,0,086805556,0.03125,0.15625,0,434027778,1,302083333,0.59375,2,170138889,0,260416667,0.34375,00.05,0,434027778,0,434027778,3,90625,0.65625,4,774305556,0.71875,0,052083333,0.78125,0.53125,5,642361111,6,510416667,0.96875,1,1,1
Logged over forest-high density ,0.09375,0,0.03125,0,434027778,0,434027778,0.03125,0.09375,00.05,0.21875,0.28125,00.25,0.40625,0.53125,0.53125,0.46875,3,90625,0.59375,0,434027778,0.65625,4,774305556,3,038194444,0.71875,0.84375,0,607638889,0.90625,1,1
Oil palm,0,434027778,0.53125,00.05,0.59375,0.46875,3,90625,3,038194444,0.03125,2,170138889,00.25,0.28125,0,086805556,0,0,0,434027778,0.03125,0,434027778,0.09375,0,086805556,0.15625,0.09375,1,302083333,2,170138889,0.34375,0,260416667,1,1
Oil palm  small scale,0,434027778,0.53125,00.05,0.59375,0.46875,3,90625,3,038194444,0.03125,2,170138889,00.25,0.28125,0,086805556,0,0,0,434027778,0.03125,0,434027778,0.09375,0,086805556,0.15625,0.09375,1,302083333,2,170138889,0.34375,0,260416667,1,1
Coconut,3,90625,0.46875,3,038194444,0.53125,0.40625,00.05,0,260416667,0.03125,00.25,1,302083333,0.21875,0,434027778,0,434027778,0,434027778,0,0.09375,0,086805556,0.15625,1,302083333,0.21875,0.03125,00.25,0,260416667,0.40625,3,038194444,1,1
Tea,0.65625,3,90625,0.53125,0,434027778,00.05,0.59375,0.46875,0,434027778,0.34375,0.28125,2,170138889,0.15625,0.03125,0.03125,0.09375,0,0.03125,0,434027778,0.09375,0,086805556,0,086805556,0.15625,0.28125,2,170138889,0.34375,1,1
Irrigated rice,4,774305556,0.59375,3,90625,0.65625,0.53125,0,434027778,00.05,0.09375,0,260416667,2,170138889,0.34375,1,302083333,0,434027778,0,434027778,0,086805556,0.03125,0,0.03125,0,434027778,0.09375,0.15625,0,086805556,00.25,0.28125,2,170138889,1,1
Paddy field,0.71875,0,434027778,0.59375,4,774305556,3,90625,0.65625,0.53125,0,086805556,0.40625,0.34375,0,260416667,0.21875,0.09375,0.09375,0.15625,0,434027778,0.03125,0,0.03125,0,434027778,1,302083333,0.09375,0.21875,00.25,0.28125,1,1
Sugar cane,0,052083333,0.65625,0,434027778,0.71875,0.59375,4,774305556,3,90625,0.15625,3,038194444,0,260416667,0.40625,00.25,0,086805556,0,086805556,1,302083333,0.09375,0,434027778,0.03125,0,0.03125,0.21875,0,434027778,1,302083333,0.21875,00.25,1,1
Other crops ,0.78125,4,774305556,0.65625,0,052083333,0,434027778,0.71875,0.59375,1,302083333,0.46875,0.40625,3,038194444,0.28125,0.15625,0.15625,0.21875,0,086805556,0.09375,0,434027778,0.03125,0,00.25,0.03125,0.15625,1,302083333,0.21875,1,1
Shrub ,0.53125,3,038194444,0.40625,00.05,0,260416667,0.46875,0.34375,0,434027778,0.21875,0.15625,1,302083333,0.03125,0.09375,0.09375,0.03125,0,086805556,0.15625,1,302083333,0.21875,00.25,0,0.28125,0.40625,3,038194444,0.46875,1,1
Grass ,5,642361111,0.71875,4,774305556,0.78125,0.65625,0,052083333,0,434027778,0.21875,00.05,3,038194444,0.46875,2,170138889,1,302083333,1,302083333,00.25,0.15625,0,086805556,0.09375,0,434027778,0.03125,0.28125,0,0,086805556,0.15625,1,302083333,1,1
Mining,6,510416667,0.84375,5,642361111,0.90625,0.78125,0,607638889,0,052083333,0.34375,0,434027778,3,90625,0.59375,3,038194444,2,170138889,2,170138889,0,260416667,0.28125,00.25,0.21875,1,302083333,0.15625,0.40625,0,086805556,0,0.03125,0,434027778,1,1
Cleared land ,0.96875,0,607638889,0.84375,6,510416667,5,642361111,0.90625,0.78125,0,260416667,0.65625,0.59375,0,434027778,0.46875,0.34375,0.34375,0.40625,2,170138889,0.28125,00.25,0.21875,1,302083333,3,038194444,0.15625,0.03125,0,0.03125,1,1
Settlement ,1,0.90625,0,607638889,0.96875,0.84375,6,510416667,5,642361111,0.40625,4,774305556,0,434027778,0.65625,00.05,0,260416667,0,260416667,3,038194444,0.34375,2,170138889,0.28125,00.25,0.21875,0.46875,1,302083333,0,434027778,0.03125,0,1,1
Fish pond,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Water body,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
